,text,pre_annotation,all,agreement %
d_1418,"Se me ha quemado toda la comida, soy una cocinera horrible.","['personalización', 'etiquetado', 'catastrofismo']","['sobregeneralización', 'etiquetado', 'pensamiento absolutista']",33.33333333333333
a_403,"Quizás no me soporta. Si no se lo pregunto, seguiré con la duda.",[],[],0.0
a_916,si me esfuerzo ya es motivo de satisfacción sea cual sea el resultado ,[],[],0.0
d_778,O lo hago todo perfecto me echarán del trabajo,['pensamiento absolutista'],"['adivinación', 'pensamiento absolutista']",100.0
t_426,"He tenido un día muy duro en el trabajo, me siento agotada",[],[],0.0
d_932,sé que no pasaré las pruebas de acceso,['adivinación'],"['adivinación', 'catastrofismo', 'sobregeneralización']",100.0
d_247,Me tienen que querer siempre ,['sobregeneralización'],['pensamiento absolutista'],0.0
d_1357,"Hasta que no me quede tranquila revisando el trabajo de todos, no estaré segura de que esté bien hecho",['razonamiento emocional'],[],0.0
t_357,Que los jugadores pierdan los nervios es debido a muchos factores,[],[],0.0
a_706,Ella es una persona que a veces se muestra cohibida,[],[],0.0
a_1117,"Puede ser dificil aguantar mucho estrés, lo llevaré mejor si me planifico y busco opciones para reducir el estrés.",[],[],0.0
a_889,Si pienso bien que hacer no tiene porque ir mal,[],[],0.0
d_571,tengo que dejar de pensar en cosas malas,['imperativos'],['imperativos'],100.0
a_1009,Al final no es para tanto,[],[],0.0
d_238,Nunca voy a poder cambiar,['sobregeneralización'],"['pensamiento absolutista', 'adivinación']",0.0
d_887,voy a fastidiar las vacaciones,['adivinación'],['personalización'],0.0
d_1365,"Dudo mucho sobre mis conocimientos, debo seguir repasando para el examen hasta que sienta que me lo sé perfectamente","['razonamiento emocional', 'imperativos']",[],0.0
d_492,Debo tomar mis propias decisiones sin pensar en los demás,['imperativos'],['imperativos'],100.0
a_1225,"Me enfadó que tardase en atendernos, pero pude disfrutar de algunos momentos de la noche también",[],[],0.0
d_697,mi hijo es un dejado,['etiquetado'],['etiquetado'],100.0
d_1193,"Mi pareja dice que me quiere, me aprecia y me escucha. No obstante, me comentó que debería cuidar más la línea. Seguro que ya no le gusto","['abstracción selectiva', 'leer la mente']",['abstracción selectiva'],50.0
a_1210,"Que no comentara nada acerca del bolso, no quiere decir que no le guste mi estilo en general.",[],[],0.0
a_482,"Es imposible ser perfecto en todo lo que hago, pero intentaré hacerlo lo mejor que pueda",[],[],0.0
a_1113,No puedo saber como saldrá antés de hacerlo,[],[],0.0
a_1107,"he recibido algunas malas noticias ultimamente, pero también hay cosas que han sido buenas.",[],[],0.0
t_286,O me leo un libro bueno que vale la pena para mí o me da la sensación que da mucho trabajo leerlo,[],[],0.0
t_455,"tengo una enfermedad grave, lo dicen las pruebas",[],[],0.0
a_1256,"Me fastidió perder la cartera, pero es cierto que más allá de ese suceso, lo pasé bien. ",[],[],0.0
d_1108,"Si algo puede salir mal, seguro que saldrá mal",['catastrofismo'],"['adivinación', 'catastrofismo']",100.0
d_266,Nunca puedes confiar en nadie,['sobregeneralización'],"['pensamiento absolutista', 'catastrofismo']",0.0
a_686,Me gustaría que  me hablara de manera más humilde,[],[],0.0
d_984,Estoy convencida que esta vez tampoco podré cumplir mis propositos de año nuevo,['adivinación'],"['adivinación', 'catastrofismo']",100.0
d_956,la prueba me va a ir mal,['adivinación'],['adivinación'],100.0
a_1174,"La mayoría del teatro aplaudió, por lo que parece que tan mal no actué.",[],[],0.0
d_1351,Si me siento inferior en mi trabajo será porque algun compañero me está tratando mal,['razonamiento emocional'],['razonamiento emocional'],100.0
d_1194,"La enfermera me odia. Aunque ayer estuvo atendiéndome durante toda la hora, hoy no me ha hecho caso.","['abstracción selectiva', 'personalización', 'leer la mente']",['pensamiento absolutista'],0.0
a_271,"La ansiedad no es algo estable, puede dejar de estar",[],[],0.0
d_671,soy un cobarde,['etiquetado'],['etiquetado'],100.0
d_397,"Aunque mis compañeros no me lo digan, no quieren que siga en el equipo.",['leer la mente'],['leer la mente'],100.0
a_1180,Sacar mala nota en un examen no me convierte en mal estudiante. En muchos otros examenes saco buenas notas.,[],[],0.0
a_382,No puedo saber lo que piensa mi peluquero de mi aspecto si no le pregunto,[],[],0.0
t_222,Cuando conozco a alguien jamas voy a su casa el primer día,[],['imperativos'],0.0
d_917,si me siento mal sé que no podré disfrutar de la fiesta,['adivinación'],"['razonamiento emocional', 'adivinación']",100.0
d_682,mi amigo es caprichoso,['etiquetado'],['etiquetado'],100.0
d_203,jamás me sale bien lo que hago,['sobregeneralización'],"['imperativos', 'pensamiento absolutista']",0.0
a_445,"Puede que esté enfadado conmigo, pero eso no quiere decir que ya no confíe en mí.",[],[],0.0
a_1263,"Me da miedo ir sola por la calle, pero puede que sienta más peligro del que hay realmente",[],[],0.0
a_908,hasta que no vaya no se como me sentiré ,[],[],0.0
d_1417,"Unos chicos se estaban riendo cuando he pasado por la calle, seguro que es por lo horrible que voy vestida hoy.",['personalización'],['leer la mente'],0.0
a_690,María puede ser vengativa en ocasiones,[],[],0.0
a_316,Hay días en los que duermo menos,[],[],0.0
a_1371,"Si mis amigos no me ven feliz, puede que se preocupen. No tienen porqué alejarse de mí",[],[],0.0
d_657,soy insaciable,['etiquetado'],['etiquetado'],100.0
d_1171,Al final no nos aplicaron el descuento en el restaurante. Qué desastre de cena ,['abstracción selectiva'],"['catastrofismo', 'sobregeneralización']",0.0
a_645,A mi marido hay algunas cosas que le preocupan menos,[],[],0.0
d_1261,Si me siento triste es porque solo me pasan desgracias,"['razonamiento emocional', 'catastrofismo']",['razonamiento emocional'],50.0
d_696,no soy atrevido,['etiquetado'],[],0.0
a_311,Que esté solo ahora no quiere decir que vaya a estarlo siempre,[],[],0.0
a_754,Los amigos estan con nosotros en los buenos momentos y también cunado no estamos tan bien,[],[],0.0
d_301,Nadie me apoya en lo que quiero,['sobregeneralización'],"['pensamiento absolutista', 'sobregeneralización']",100.0
a_491,Tengo mis inseguridades y está bien reconocerlas para poder trabajar con ellas,[],[],0.0
a_202,Hay pocas veces en las que me encuentro bien,[],[],0.0
a_1451,"Si las analíticas han empeorado, no tiene porque haber hecho algo mal",[],[],0.0
d_1319,"Me siento culpable, así que debo tener la culpa de que pasara eso","['razonamiento emocional', 'personalización']",['razonamiento emocional'],50.0
d_885,"sé que fracasaré, mejor quedarme igual",['adivinación'],"['adivinación', 'catastrofismo', 'sobregeneralización']",100.0
d_255,Nunca aprobaré el examen ,"['sobregeneralización', 'catastrofismo', 'adivinación']",['adivinación'],33.33333333333333
a_1019,Tengo que hablar con él de los problemas que pueden derivarse si hace ciertas cosas,[],[],0.0
d_277,La gente nunca cambia,['sobregeneralización'],['pensamiento absolutista'],0.0
a_251,"La tristeza no es estable, puede dejar de estar",[],[],0.0
t_399,"Pese a quien le pese, es el mejor jugador de la historia",[],[],0.0
a_434,Quizás en ocasiones he decepcionado a mis hijos; pero no estoy seguro de que sea siempre.,[],[],0.0
a_744,"Puedo conseguir un balance entre hacer bien las cosas y descansar, ambas cosas son importates ",[],[],0.0
a_349,Por como me habla creo que piensa que soy tonto,[],['leer la mente'],0.0
a_684,"En mi opinion, en ocasiones mi mujer muestra muchos celos",[],[],0.0
d_557,Debo ser una buena esposa,['imperativos'],['imperativos'],100.0
a_630,Mi hijo a veces parece no pensar bien en las consecuencias de sus actos,[],[],0.0
a_391,"Creo que no quieren pasar tiempo conmigo, pero ciertamente no lo sé porque no me lo han dicho.",[],[],0.0
a_1253,"Es cierto que perdí los papeles gritándole, pero también he tenido gestos buenos con él, por lo que no soy un mal amigo.",[],[],0.0
a_212,"A menudo me discuto con mi hermano, estaria bien poder hablarlo y encontrar una forma de entendernos",[],[],0.0
a_495,"Para mí es importante estar feliz, pero los altibajos son una parte natural de la vida",[],[],0.0
d_1259,"El bus está llegando más tarde de lo normal. Es que a los conductores no les importa nada hacer esperar ni que el servicio vaya mal, que poco responsables!",['abstracción selectiva'],['sobregeneralización'],0.0
d_1486,"Se me ha estropeado el ordenador, seguro que he tocado algo que lo ha roto.",['personalización'],"['sobregeneralización', 'personalización']",100.0
a_977,Tengo la sensación que mi pareja me quiere menos. Algo ha cambiado en la relación.,[],[],0.0
a_534,"Puedo escoger con quien compartir mis cosas íntimas, siempre hay personas en las que se puede confiar",[],[],0.0
a_736,"Lo importante no es donde cuanto avanzan los demás, sino saber realmente donde quiero estar yo.",[],[],0.0
t_326,Hay cosas que no salen bien y que no son agradables,[],[],0.0
d_332,Nunca podré salir de esta situación,"['sobregeneralización', 'catastrofismo']","['catastrofismo', 'sobregeneralización']",100.0
d_290,La gente siempre se olvida de mi,['sobregeneralización'],['sobregeneralización'],100.0
a_965,Si me esfuerzo en estudiar es más probable que pueda aprovar,[],[],0.0
d_1235,"Lo pasamos muy bien por la tarde y le dije de cenar después, pero me dijo que no podía. Qué desastre, seguro que no le gusto","['abstracción selectiva', 'leer la mente']","['sobregeneralización', 'leer la mente', 'catastrofismo']",50.0
a_1415,No tengo motivos para creer que piense eso,[],[],0.0
a_1183,No puedo saber lo que piensan de mí. Lo que sí se es que la mayoría me saludaron.,[],[],0.0
a_696,"A veces me cuesta probar cosas nuevas, tengo miedos",[],[],0.0
t_208,He comprado todo lo de la lista,[],[],0.0
d_1491,Si no compruebo un numero específico de veces que el gas está cerrado puede que haya una explosión,['personalización'],['catastrofismo'],0.0
a_1100,"Realmente no podemos saber lo que va a pasar mañana, no hay ahora ningun motivo aparente para que me anulen el vuelo",[],[],0.0
d_1482,"Cuando le hablo a mi madre del trabajo siempre cambia de tema, seguro que no le interesa","['personalización', 'leer la mente']","['sobregeneralización', 'leer la mente', 'personalización']",100.0
d_256,Nunca seré capaz de sacarme una carrera,['sobregeneralización'],"['sobregeneralización', 'catastrofismo']",100.0
a_1282,"Hago bien mi trabajo, y a veces siento que los demás me envidian. Aunque puede que solo sea mi sensación",[],[],0.0
a_226,"A veces es dificil ver el final de las cosas malas, pero con esfuerzo las cosasa van mejorando",[],[],0.0
a_1122,"No me gustaria que me viera en este estado, ya que podria cambiar la imagen que tiene de mí.",[],[],0.0
d_1336,"No estoy motivada en mi trabajo, por lo que seguramente no sea buena haciendo mis tareas.",['razonamiento emocional'],"['adivinación', 'sobregeneralización']",0.0
d_496,Tengo que sonreír aunque todo vaya mal,['imperativos'],['imperativos'],100.0
d_219,he vuelto a suspender es que siempre fracaso,['sobregeneralización'],"['sobregeneralización', 'catastrofismo']",100.0
a_477,me gustaria se más bueno en mi trabajo,[],[],0.0
a_1061,"casi todo en esta vida tiene solución o, por lo menos, margen de mejora",[],[],0.0
d_1119,"Es desolador, nadie nunca me va a querer después de esto.","['catastrofismo', 'adivinación']","['adivinación', 'catastrofismo']",100.0
d_1079,"será espeluznante, lo más horripilante del mundo",['catastrofismo'],['catastrofismo'],100.0
a_1475,No es mi culpa que hayan entrado a robar,[],[],0.0
d_1015,No puedo aguantar más esta situación,['catastrofismo'],['catastrofismo'],100.0
a_422,Creo que mi tutor piensa que no aprobaré. Lo hablaré con él a ver si es así.,[],[],0.0
t_258,"Mi familia debe cambiarse de casa por unos días, vienen a fumigar",[],[],0.0
a_1511,Desconozco que piensa la gente cuando me miran en el gimnasio,[],[],0.0
a_1190,"No tomar café me ha molestado, pero es cierto que he podido disfrutar del bocadillo ",[],[],0.0
a_1135,"Puede que comer tarde no me apeteciera, pero es importante centrarse también en las cosas buenas de aquel día.",[],[],0.0
a_1105,Creo que no le he caido demasiado bien,[],[],0.0
a_464,"Pienso que me quieren fuera de casa, mejor se lo pregunto",[],[],0.0
d_410,"Se que ya no le importo, le noto distante. ",['leer la mente'],"['sobregeneralización', 'personalización']",0.0
a_1431,Que note un mal clima en casa no tiene porque ser mi culpa,[],[],0.0
a_255,Si estudio suficiente seguramente aprobaré el examen,[],[],0.0
d_426,Me sonríe pero sé que le caigo fatal ,['leer la mente'],"['leer la mente', 'abstracción selectiva']",100.0
a_913,cuando conoces gente nueva es posible conocer a personas que encaje contigo,[],[],0.0
d_1384,"Este chico me da miedo, seguro que es alguien peligroso","['razonamiento emocional', 'etiquetado']",['razonamiento emocional'],50.0
d_1196,"He visto hablar a mi pareja con otro chico. Llevamos 5 años juntos, pero seguro que me quiere dejar por él. ",['abstracción selectiva'],"['adivinación', 'personalización']",0.0
a_795,Puedo disfrutar de la vida independiente del peso que tenga,[],[],0.0
d_310,Nuna podré conseguir mi sueño,"['sobregeneralización', 'catastrofismo', 'adivinación']","['catastrofismo', 'adivinación']",66.66666666666666
d_453,"Mi compañero de piso piensa que soy un desordenado, lo sé","['leer la mente', 'etiquetado']",['leer la mente'],50.0
a_1006,Seguro que no es para tanto,[],[],0.0
a_588,Puedo mejorar algunas cosas de mi forma de ser que no me gustan,[],[],0.0
a_850,A veces las cosas no salen totalmente como las habíamos previsto y esto no está mal.,[],[],0.0
d_378,"Por como me ha mirado ese chico, estoy seguro de que no quiere ser mi amigo ",['leer la mente'],"['leer la mente', 'abstracción selectiva']",100.0
d_841,Si no consigo sacar un 10 en el examen no habrá servido para nada el esfuerzo,['pensamiento absolutista'],['pensamiento absolutista'],100.0
t_473,Nadie tiene la culpa de que esto haya salido mal,[],[],0.0
d_1380,"Me da mucho miedo, por lo que el peligro es real",['razonamiento emocional'],['razonamiento emocional'],100.0
d_1309,"Me siento mal cuando estoy con ella, esto es porque es mala persona","['razonamiento emocional', 'etiquetado']","['razonamiento emocional', 'abstracción selectiva']",50.0
a_1373,"Que me sienta confiado ayudará a que me salga bien, peró no será determinante. Además, a medida que practique más, me saldrá mejor y me sentiré más confiado. Todo interacciona",[],[],0.0
t_463,"Me da miedo confiar en la gente, no se como hacerlo.",[],[],0.0
a_472,Pienso que a mi hermano le parezco antipatico.,[],[],0.0
d_1207,"Me lo pasé bien en la cena, pero fue llegar a casa y ver que nos cobraron de más en la cuenta. Esto me ha fastidiado la noche",['abstracción selectiva'],['sobregeneralización'],0.0
